x1,x2
2.624303730433183990e-01,6.606224405260625598e-01
4.923879905032817472e-01,2.480075991716395922e+00
2.156452968603952858e+00,8.490162145050348386e-01
2.017584175740436692e+00,4.074203066766910464e-01
3.684240247348109953e+00,6.298339411822979628e-01
3.275870154777622556e+00,2.456885463977252826e+00
2.252952239160856074e+00,1.835034713138792295e+00
2.279102560400008137e+00,1.105110010031838508e+00
2.662256817019710287e+00,8.191600617598082668e-01
-1.508845791773465450e-01,2.192026195409598088e+00
1.673996497778279302e+00,2.126655455314672594e+00
2.078155657715640814e+00,-8.399611123321730766e-01
3.565552212603788185e+00,-3.804198614780895937e-01
1.762089303175025101e+00,2.204292147638930111e+00
1.003631645662570682e+00,2.065739943148214408e+00
1.370258922865953410e+00,1.542027102475573841e-01
2.045656283885208815e+00,4.015906073348350924e-01
3.538864929841038176e+00,4.350893524426984182e-01
5.983921296543417423e-01,3.767383148248899527e-01
2.478877852354093303e+00,1.964121295972502956e+00
2.652319586320197153e+00,1.408057290314478571e+00
3.714584560328669127e+00,3.762373759746528989e-02
1.174163513169223405e+00,1.253591115888122109e+00
2.011378492800819817e+00,4.539822418554491090e-01
3.160753150499234998e+00,-1.320038853501248610e-02
1.715826074061337359e-01,2.132185325944514709e+00
-5.338232484549898516e-01,2.314334590664224311e+00
4.012908506334765590e+00,1.064881781950580031e+00
2.079391678054111736e+00,-8.814287448564672722e-02
1.307824770367023159e+00,1.336847327388470674e+00
1.628938572528734197e+00,1.078269812709385711e+00
2.453049602383439165e-01,1.599419254291848613e+00
1.331628247273498822e+00,1.356394525394309269e+00
9.164285384270161039e-01,1.792207833033920394e+00
1.485367456713433398e-01,4.116268154478274210e-01
1.853149763731058330e+00,8.892660387153309420e-01
3.316817384368166088e+00,1.855636670111931785e+00
2.000127337106762937e+00,4.128407037049710571e-01
1.445037683867173239e+00,3.314727865744492075e+00
2.697794658950551483e+00,1.005271724851156900e+00
4.475719244547643250e+00,9.610683389640533036e-01
3.283052805952483055e+00,5.173903683985675572e-01
1.747583877154447407e+00,-1.141286520424468875e+00
2.598760712852190125e+00,2.813960684606644058e+00
1.408900627761406676e+00,1.006068718328007039e+00
3.172748334535273607e+00,1.787484378796666995e+00
3.180189184843039918e+00,6.547949187523474102e-01
1.950321640816877755e+00,2.959147814980495284e+00
2.669152382493467535e+00,-4.935577540581941314e-01
1.621210558928778855e+00,-2.707285577575420099e-01
2.310254700833447306e+00,4.899040838989967561e-01
1.193123654435014114e+00,1.145616217660548664e+00
1.830769878802208428e+00,6.044226929280891447e-01
1.647983471871707906e-01,1.659655780876836406e-01
-1.063586300743484259e-01,1.382375151839448923e-01
3.076095965487091632e+00,1.187042661335800275e+00
1.487988234328072146e+00,6.516906735544409912e-01
-2.670815195204756520e-01,2.483238700639849750e+00
7.717775855385295980e-01,4.338105054150368511e-01
1.721469527335168115e+00,1.252838433177465349e+00
3.012208172282197616e+00,-4.347910594523416439e-01
3.587814320868945028e+00,6.733503642116202004e-01
1.111028999332118072e+00,1.952211667627805403e+00
3.638411435620696910e+00,2.499770497711661488e+00
1.014818336115119290e+00,-1.335597547080770386e+00
1.559145607596717609e+00,1.456771318205596133e+00
3.762132807627384778e+00,-7.191282305134345521e-01
3.023270888570861903e+00,5.823148150954455815e-01
2.609310227763772083e+00,-2.342619545333917142e-01
6.097628181677676729e+00,1.309649412206234098e+00
3.918786862323879738e+00,1.681394142225336452e-01
6.013934204731232747e-01,2.745209639587078421e+00
1.485299871855212839e+00,7.423225610025174781e-01
2.032859915955095076e+00,-4.187756529680850548e-01
3.128391985603930614e+00,8.432960603528356636e-01
2.207123202083915547e+00,2.140023665765558913e+00
3.164591116580262486e+00,2.108253171295755291e+00
3.950827592512640152e+00,1.517929188297465481e-01
