x1,x2
9.664135638693003294e-01,3.462076434541994097e+00
-2.661828152070635944e+00,2.546306021197558778e+00
-4.324437550504149907e-01,3.349141538877803193e+00
-1.137235691211334832e+00,4.590238367960206567e+00
-6.373191514972620375e-01,2.867841535803683506e+00
-5.072574286098165963e-01,3.285433330112798700e+00
-4.124810694967201208e+00,1.273323859504810418e+00
-2.283475004848164236e+00,1.905111001800953607e+00
-2.392239102589642119e+00,1.368341853334466229e+00
-7.044012659374025986e-01,1.352249380827903247e+00
-1.040598391225168617e+00,1.108026060038906024e+00
1.524189522044703260e-01,2.907335325611883903e-01
-2.621428688044477262e+00,2.082390910174136245e+00
-4.995480840739435990e+00,1.496187590755403862e+00
-1.821758686353677659e+00,2.421530094866084504e+00
-3.424312331553029054e+00,6.666229362595699204e-01
1.890508394862422392e-01,2.387423735729291341e+00
-1.120291083184437264e+00,2.807891674595802023e+00
5.208639840562172552e-01,1.896648453653111854e+00
-3.420913087291757471e+00,1.379039868399382085e+00
-8.233379664140696441e-01,1.367311580886824807e+00
-3.290690873468435029e+00,3.470977927945721131e+00
-2.086835528358350178e+00,1.680998579847397423e+00
-3.190361653579564027e+00,3.359513518086354900e+00
-3.751318161881817659e+00,2.091928836001777814e+00
-1.072701150323138508e+00,8.324478596907798345e-01
-4.931859344514263555e+00,2.549748201235507050e+00
-4.180535107137119510e+00,6.523110494675199433e-02
-2.268008727354711596e+00,1.876013630425386713e+00
-4.733670672356451448e+00,2.840532645402547018e+00
-4.181598560625055860e+00,-5.412529374807424354e-01
-2.143218529960321472e+00,1.909711185681393308e+00
-4.256669580984617340e+00,9.871372536668734377e-01
-5.967513904498042976e-01,2.821638096876496249e+00
-2.463648667876157106e+00,3.664430454560916317e+00
4.542643095232326012e-01,7.734118046910269939e-01
2.608639766706191132e-01,3.475669717309045392e+00
-4.118259732123966899e+00,-7.143654139130579672e-01
-1.051921528208616508e+00,1.426344516178475796e+00
-1.130377719186152374e+00,1.211107079662204100e+00
-3.609803926925017503e+00,6.108143206804088621e-01
-5.028309106959406805e+00,1.084052163180624806e+00
-1.164570513716091549e+00,3.157877615205280986e+00
-3.649144176146921659e+00,1.809774241648856252e+00
