x1,x2
-5.167932180653498353e-01,2.535869787478941095e+00
-2.330914076035317972e+00,2.697620125315688622e+00
-1.216221877525207606e+00,2.823141541765624929e+00
-1.568617845605667416e+00,4.183564660940886526e+00
-1.318659575748631019e+00,2.429927804608465802e+00
-1.253628714304908298e+00,2.784494164905449320e+00
-3.062405347483600604e+00,1.916425701958255789e+00
-2.141737502424082340e+00,1.990777910855225041e+00
-2.196119551294820837e+00,1.518607615532971078e+00
-1.352200632968701299e+00,1.029294143092287062e+00
-1.520299195612584420e+00,8.950212832156700937e-01
-9.237905238977648370e-01,-2.056522369798274852e-01
-2.310714344022238631e+00,2.251772545112083357e+00
-3.497740420369717995e+00,2.369793902093129123e+00
-1.910879343176838940e+00,2.344717620386612023e+00
-2.712156165776514527e+00,1.151375176910275799e+00
-9.054745802568788804e-01,1.747785386825886800e+00
-1.560145541592218521e+00,2.509483012777995903e+00
-7.395680079718913724e-01,1.194900775968170237e+00
-2.710456543645878735e+00,1.817659662299420109e+00
-1.411668983207034822e+00,1.076819513801514416e+00
-2.645345436734217515e+00,3.740349884232357702e+00
-2.043417764179175311e+00,1.725626473151150808e+00
-2.595180826789782014e+00,3.607763822311255808e+00
-2.875659080940908829e+00,2.578177166069638204e+00
-1.536350575161569143e+00,6.459387473935327417e-01
-3.465929672257131777e+00,3.338667724307313289e+00
-3.090267553568559755e+00,8.006003771036549477e-01
-2.134004363677355798e+00,1.959180076853039854e+00
-3.366835336178225724e+00,3.555326099435065501e+00
-3.090799280312527930e+00,2.328748326497771526e-01
-2.071609264980160958e+00,1.955677710499586386e+00
-3.128334790492308670e+00,1.685436535998184882e+00
-1.298375695224902149e+00,2.375255762441575769e+00
-2.231824333938078553e+00,3.689155977273691711e+00
-7.728678452383836994e-01,1.616061605687793001e-01
-8.695680116646904434e-01,2.746843383072660849e+00
-3.059129866061983449e+00,5.294346898660173828e-02
-1.525960764104308254e+00,1.196335359632968887e+00
-1.565188859593076298e+00,1.016791317060704358e+00
-2.804901963462508974e+00,1.151224258312733673e+00
-3.514154553479703402e+00,1.993017654684571704e+00
-1.582285256858045663e+00,2.849716324920167132e+00
-2.824572088073460829e+00,2.285206764720487449e+00
-8.858662309932143764e-01,2.777963640204565543e+00
-1.359880440352235098e+00,-6.484117976660965788e-01
-1.288760344268130353e+00,1.822235823174386482e+00
-1.026806468445857767e+00,5.482462357995425695e-01
-3.388591216165146580e+00,2.513788155933347923e+00
3.233594436704740893e-01,1.520129932788474303e+00
4.255386328253729644e-02,2.799896781623715025e+00
-2.350573144190431396e+00,2.960015360842077836e+00
-1.628000804585008510e+00,2.221163339968948325e+00
-4.888834257286729379e-01,3.072085431760957164e+00
6.777205597885904709e-02,1.641781880550908124e+00
-1.177617509955489306e+00,2.654235146822728986e+00
-1.453723519044013202e+00,2.648271639744909756e+00
-3.808859759086129948e+00,2.844211903218790471e+00
-2.463150236556467032e+00,2.442202555964345656e+00
-2.062469032939374003e+00,2.930575025276425993e+00
-3.362509622675010412e+00,2.061171280721861176e+00
-2.436664016454562542e+00,1.990095818897270608e+00
-1.440800528589245122e+00,2.753803818988033836e+00
-2.420994920874608436e+00,2.587307886605755947e+00
-2.215298803414447626e+00,1.914477358054120559e+00
-2.106561192240080427e+00,2.774749306567918516e+00
-3.263766793226060337e+00,-5.771391155756422364e-03
-1.008631171360380829e+00,3.243768109262834543e+00
-1.708877309804062605e+00,1.669031600379853764e+00
-5.508312945599878052e-01,1.769679013296155512e+00
-2.864905574531553256e-01,3.115101615242167998e+00
-2.976225066718673151e+00,1.661416136009882916e+00
-1.592211036725056594e+00,1.405264762687802538e+00
-2.432471184562586153e+00,5.736416880697821075e-01
-2.414737632569703418e-01,1.961558628829072060e+00
-2.301493463802727124e+00,3.401250507285119351e+00
-3.248040959738975442e+00,4.466566917066199238e+00
-1.996150535910491630e+00,9.211221712775186088e-01
-2.825966806958811084e+00,4.132950577907767986e+00
-1.533621634203327755e+00,1.015956132887736230e+00
-2.955423950645554854e+00,-4.062333077812820825e-01
-4.111205556780474168e+00,1.332431091208596374e+00
-3.442920147310412737e+00,4.688916300033398876e+00
-1.052902629444558258e+00,2.032241466584002509e+00
-2.237374735071627985e+00,1.882963440212359396e+00
-2.708324338067930270e+00,3.335401836241071560e+00
-1.446749037340030020e+00,3.230596153119360547e+00
-1.729580553991648673e+00,1.205371011262959202e+00
-1.069368087483054230e+00,2.353402152683571558e+00
-1.275894970486027624e+00,2.415803134840446731e+00
-2.378959591866256496e+00,8.673006835977348228e-01
-3.704459026654710385e+00,2.270280695942275884e+00
-2.209464457901032297e+00,1.111861361611000465e+00
-3.409748214477888340e+00,2.989427327112935906e+00
-3.726541724064625249e+00,8.533523570976164763e-01
-1.295127233579009829e+00,2.752405852610185555e+00
-2.262231394448614541e+00,3.131672077793186126e-01
-1.710681972117909178e+00,2.076764223297229872e+00
-1.049933417587744611e+00,2.527908195423922422e+00
-1.193467431031975501e+00,1.860338311644544884e+00
-3.049339563708246992e+00,1.718307017064065523e+00
-3.274652677020983838e-02,2.978770698345805990e+00
-9.883902558953761019e-01,3.930108674266701740e+00
-1.975036470724662596e-01,2.334791215848758483e+00
-2.795931286358310341e+00,1.567211845506162105e+00
-2.161257627079024246e+00,3.205308280563121670e+00
-2.589223271609268018e+00,3.832254931340976611e+00
-2.007724386188523447e+00,1.723754772666486357e+00
-2.421248353493041794e+00,2.362173303937073143e+00
-2.880126173460658912e+00,1.750803766293646646e+00
-2.890321944949781674e+00,9.446764471683064546e-01
-1.803246419880007778e+00,2.457221764978080980e+00
-1.036722275908351865e+00,1.588140590028704446e+00
-3.819699386445619460e+00,1.406878853809250707e+00
-1.936419275478676649e+00,2.502704853721499312e+00
-2.333721735694564092e+00,1.618538029111171506e+00
-1.414689792689700631e+00,2.001756788774139206e+00
-2.022588094825121363e+00,2.271307852199566657e+00
-5.037615888004953746e+00,1.734022715770358047e+00
-4.115820835729268268e+00,2.030795811698922648e+00
-1.317598128110202271e+00,2.055658035895103097e+00
-1.888203746821922602e+00,3.392453222186699868e+00
-2.196704265343924156e+00,2.352805334782723801e-01
-3.729002090719920837e+00,9.066885537353537305e-01
-4.063559582755858379e+00,1.279594307238478113e+00
-1.746728728407048070e+00,2.522446572140287557e+00
-2.048132997980469661e+00,2.348720804516016170e+00
-2.376932316732125017e+00,1.554973325388798955e+00
-3.115390170052148910e+00,1.762681005607195983e+00
-1.832463569965080863e+00,2.875176061723334620e+00
-2.723764782244236571e+00,2.645631837140431486e+00
-1.681518683092601663e+00,5.396367395788836951e-02
-3.266153805351710293e+00,2.710039946904159169e-01
-1.077309197386302708e+00,1.696891551815844501e+00
-1.234372549273191844e+00,6.689587527205784756e-01
-1.093882050782415849e+00,2.123815632096932582e+00
-1.118077614769585892e+00,3.702783988093683032e+00
-4.075321832526414667e+00,2.620288193910684349e+00
-1.532876783890742445e+00,1.349230673878496933e+00
-1.563384180376780286e+00,2.530214696297694132e+00
-2.114611103846190332e+00,1.399311467978984869e+00
-1.716138109401847744e+00,3.218142030457365799e+00
-3.859902484875862072e+00,1.466684923204868429e+00
-1.866058434521398635e+00,1.431077942185541740e+00
-2.024444711366673921e+00,1.996676080233254602e+00
-1.956321990005721601e+00,1.478008426395233776e+00
-2.021478942384475896e+00,1.090907812732011983e+00
-1.837053508325289908e+00,2.741338971418746162e+00
-1.537851873208490705e+00,2.282296477420540537e+00
-1.706662243647808941e+00,2.219819310578824645e+00
-1.796769483527985933e+00,2.737967443335642681e+00
-3.983673718039767220e+00,2.396105040998024904e+00
-8.370733906345275699e-01,4.023024773935055975e+00
-1.308854440282660292e+00,2.291492039178984363e+00
-2.240241118911355134e+00,2.231371604062091230e+00
-2.771125772492772477e+00,2.634673976777505811e+00
-1.113797833640201684e+00,1.350165007661643601e+00
-2.852985683775124404e+00,1.700302170452633543e+00
-2.350406822565475284e+00,1.403644563696721637e+00
-2.324146205156739420e+00,3.910450691190621164e+00
-1.741075455302963926e+00,1.523146543481363357e+00
-1.024143874402110743e+00,2.422283304335285603e+00
-2.980548706996202668e+00,3.270548833286873958e+00
-2.612674954218346279e+00,1.273571700085817548e+00
-1.997574902670983699e+00,4.189258697532870279e+00
-3.165136658898723976e+00,2.206970386496206249e+00
-2.808326612864784799e+00,1.595570901200159764e+00
-1.609954101455625564e+00,1.385963211977832454e+00
-3.056508665206342457e+00,3.292390676763174540e+00
-1.982315699553201416e+00,6.063199478579399671e-01
-2.834867932246947220e-01,9.802992603005604710e-01
-1.283249329415020012e+00,2.690502682217178254e+00
-2.556745520022419615e+00,3.920702941505684436e+00
-1.436021866923345769e+00,2.402626862070778468e+00
-1.110898972169264365e+00,2.629103648076077882e+00
-1.013584536893500587e+00,1.834268238843869803e+00
-1.302491947991599286e+00,3.137725873994272607e+00
-2.167086744010142230e+00,2.261503401183924566e+00
-3.914564539052967973e+00,3.272691064354777524e+00
-2.109803759367095299e+00,5.270736259731343409e-01
-1.878043864771963278e+00,2.727146355381382392e+00
-1.658819757842566744e+00,3.095449638139640580e+00
-2.201493925209595748e+00,2.117202930928688165e+00
-1.599181430351366728e+00,1.998226981692776683e+00
-2.418114101203673538e+00,1.359426769045533723e+00
-1.951426831774420778e+00,2.139969469561370907e+00
-1.724388513412406176e+00,1.511335921057865184e+00
-2.810741644902246428e+00,1.672619262090624170e+00
-3.077227897023409930e+00,1.114300728245399164e+00
-2.242262731707189705e+00,3.195087515498767683e+00
-1.565743317250688271e+00,1.603675560014834245e+00
-1.910544260304677611e+00,1.581044656224837031e+00
-2.169778885408319535e+00,2.033045333366160889e+00
-5.178051858978371946e-01,1.921435678299268313e+00
-1.485106268513442851e+00,1.553676165978428170e+00
